id,product,msrp,dept,description,thumb,vendor
216,Oscillating Fan,732.51,24,"This oscillating fan is designed to keep your living space cool and comfortable. It features adjustable speeds, an oscillating head, and an adjustable tilt angle to direct air flow. It also has a quiet operation and a stylish design to blend in with any décor. This fan is perfect for those hot summer days or to keep a cool breeze flowing in your home all year round.",http://dummyimage.com/250x250.png/dddddd/000000,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
217,Printer Ink,14.31,23,"Printer Ink is designed to keep your printer working at its peak performance. It ensures clear, crisp prints and is compatible with a wide range of printer models. Printer Ink is easy to install and affordable, making it a great choice for your home or office printing needs.",http://dummyimage.com/250x250.png/ff4444/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
218,Level,626.94,7,"Level is a fitness tracking and goal setting app to help people reach their fitness goals. The app provides users with personalized fitness plans and workouts tailored to their individual fitness goals. It also offers a variety of tracking tools to monitor progress, keep motivation high, and help users stay on track with their goals. Additionally, Level provides users with support and accountability, allowing them to connect with like-minded individuals to motivate and encourage each other in their fitness journey.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
219,Planer,694.78,7,"The Planer is a versatile and powerful tool for woodworking projects. It features a powerful motor and adjustable cutting depth, allowing for precise and consistent results. The Planer also includes a dust collection system to keep your workspace clean and a convenient carrying case for easy transport. With the Planer, you can create smooth, level surfaces on any material, from soft woods to hardwoods, quickly and accurately.",http://dummyimage.com/250x250.png/cc0000/ffffff,04bd1e91-2672-4ccb-90bf-6569adb0fb58
220,Mortise Hinge,628.51,7,"Mortise hinges are heavy-duty hinges designed to provide maximum support and stability for heavier doors. They are designed to fit into a mortise, or recess, in the edge of the door, and are typically used in commercial and institutional applications. Mortise hinges are available in a variety of sizes and styles, including butt, strap, and continuous geared varieties.",http://dummyimage.com/250x250.png/ff4444/ffffff,ad96aa78-086d-417a-a8cb-e64a0f4470aa
221,Varnish,656.32,7,"Varnish is a web application accelerator that acts as an HTTP reverse proxy. It can cache static content and serve it quickly to users, resulting in faster loading speeds and improved performance. Varnish can also be used to secure web applications, improve scalability and reduce server load.",http://dummyimage.com/250x250.png/dddddd/000000,a57ab777-fc6b-4b16-87e9-11d86756a4ed
222,Paint Stripper,464.18,7,"Paint Stripper is a chemical based product designed to remove paint, sealants, varnishes, and other finishes from surfaces. It is easy to use and provides fast, effective results. It can be used on metal, wood, masonry, and other surfaces to strip away multiple layers of paint or other finishes. Paint Stripper is a safe and effective tool for DIY projects or professional use.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,04bd1e91-2672-4ccb-90bf-6569adb0fb58
223,Mortar and Pestle,167.52,20,"A mortar and pestle is a device used to grind and mix herbs, spices, or other ingredients. It is made of a bowl-shaped mortar and a small, heavy, club-shaped pestle. Mortar and pestles are used to grind and powder tough ingredients, such as roots, seeds, and nuts. They are also used for making pesto and other sauces.",http://dummyimage.com/250x250.png/dddddd/000000,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
224,Wifi Mesh,952.84,8,"Wifi Mesh is a powerful and reliable wireless networking solution designed to provide a secure and reliable connection throughout your home or office. It provides a single, unified, and seamless wireless network that covers your entire home or office, eliminating dead spots and slowdowns. Wifi Mesh is easy to set up and manage, and is compatible with all major network devices. With Wifi Mesh, you can enjoy fast, stable and secure wireless connectivity wherever you are.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
225,Wifi Router,390.01,8,"The Wifi Router is a wireless networking device that allows you to connect multiple devices to the internet. It is easy to set up and configure, providing secure and fast connection speeds for all your devices. With the Wifi Router, you can enjoy streaming media, gaming, and more.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
226,DVD Player,546.29,8,"The DVD Player is a compact device that allows you to watch movies, TV shows, and other audio-visual content on a television or monitor. It has a sleek and modern design that makes it perfect for any home entertainment setup. It has an easy to use remote control, allowing you to control playback and access menu options with a few simple button presses. It also offers quick access to the most popular formats, including DVD, CD, VCD, and MP3. With a high-quality video output, you can enjoy clear and crisp visuals with every movie and TV show you play.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
227,Blu-Ray Player,498.26,8,"A Blu-ray Player is an electronic device that allows you to play Blu-ray discs, which are high-definition discs that offer superior picture and sound quality compared to standard DVDs. Blu-ray Players are available in a variety of styles and include features such as streaming services, Wi-Fi and 3D capabilities for an immersive viewing experience.",http://dummyimage.com/250x250.png/ff4444/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
228,Wifi Extender,718.48,8,"The Wifi Extender is a device that increases the range of a wireless network by boosting the signal strength. It is an ideal solution for homes or offices that have spotty wifi coverage or dead zones. It is easy to set up and compatible with most routers, allowing for seamless integration with existing networks. With its compact design, the Wifi Extender is perfect for discreet placement in any room.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
229,Septic Tank Treatment,563.34,24,"Septic Tank Treatment is an all-natural product designed to maintain septic tanks and systems. It contains a blend of beneficial bacteria, enzymes, and natural ingredients that help break down waste, reduce odors, and prevent clogs. It's safe for use in homes, businesses, and RV's, and is easy to use with regular maintenance.",http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
230,Toilet Brush,965.15,24,"This Toilet Brush is designed to make it easier to keep your toilet clean and hygienic. The brush is made of durable plastic and has a long handle for easy reach. The contoured bristles are designed to reach all areas of the toilet, making it easier to scrub away dirt and grime. The brush also has a hanging loop for convenient storage.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
231,Cilantro,26.24,12,"Cilantro is a flavorful herb that adds a zesty, citrusy flavor to dishes. It is widely used in Mexican, Latin American, and Asian cuisines. It is a great addition to salads, soups, and sauces. Its unique flavor makes it a popular ingredient for guacamole and salsa. Cilantro is an excellent source of vitamins A, C, and K, and is rich in antioxidants.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
232,Spinach,884.8,12,"Spinach is a dark green leafy vegetable that is a great source of vitamins, minerals, and fiber. It is a low calorie and nutrient dense food that can be eaten raw or cooked. Spinach is a great addition to salads, smoothies, soups, and other dishes. Its mild flavor makes it a versatile ingredient and its nutritional benefits make it a healthy choice.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
233,Black Beans,780.01,12,"Black beans are an incredibly versatile and nutritious legume, packed with fiber and protein. They have a mild, earthy flavor that pairs well with many different dishes. Black beans can be used in a variety of recipes, from soups and stews to burritos and salads. They are also a great source of plant-based protein and can be used as a base for vegetarian dishes. Enjoy the great flavor and health benefits of black beans today!",http://dummyimage.com/250x250.png/5fa2dd/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
234,Brussel Sprouts,139.18,12,"Brussel Sprouts are a cruciferous vegetable with firm, round heads and a slightly bitter flavor. They are a great source of fiber and vitamins, and can easily be cooked in a variety of ways. Whether roasted, steamed, or sautéed, Brussel sprouts are a tasty and nutritious addition to any meal.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
